sentence,label
"В настоящее время в итальянских тюрьмах находятся 74 босса мафии старше 70 лет, многие с серьезными заболеваниями.",0
"Премия отмечает заслуги в важных сферах деятельности человека, не затрагиваемых престижными премиями Альфреда Нобеля.",1
"В Баку, однако, считают, что там также служат военные из Армении.",-1
"— Теперь нам необходимо подождать и увидеть, что скажет Верховный суд, и можно будет определить дату».",0
"Санкции «помешают попыткам Мадуро использовать венесуэльскую нефть в качестве инструмента торга в переговорах и помочь его сторонникам обрести защиту на Кубе», говорится в заявлении министра финансов Стивена Мнучина.",0
"Соглашение обязывает боевиков Талибана не нападать на иностранные силы под командованием США, которые обязались постепенно выйти из Афганистана к июлю 2021 года в обмен на гарантии, данные талибами.",0
"Как позже установили оперативники, Солоник и милиционер спрятали под одеялом в камере преступника манекен, затем выбрались на прогулочную площадку корпуса № 9 и поднялись на её стену.",0
"Среди других звезд, выразивших свой протест против пресловутого закона — американский шоумен с телеканала Bravo Энди Коэн, который ранее вел конкурсы «Мисс Вселенная».",0
"Выступая перед журналистами в субботу 13 августа, Берлускони сказал, что, побеседовав с канцлером Германии Ангелой Меркель и президентом Центрального банка Европы Жан-Клодом Трише, заручился их поддержкой.",0
"Японский представитель, однако, выразил сомнение в том, что этот проект окажет  достаточное давление на правительство Северной Кореи.",0
"К тому же специалист по русскому искусству сказал ему, что картина не представляет особой ценности.",0
Робел Филлипос — приятель Джохара Царнаева — был выпущен под залог в 100 тысяч долларов.,1
"Представитель «Единой России», экс-глава кремлевской администрации Сергей Нарышкин избран спикером Госдумы шестого созыва.",0
"Ближе к победе были армейцы, однако Алан Дзагоев не смог реализовать на 52-ой минуте пенальти, назначенный за снос Думбья — после его удара с одиннадцатиметровой отметки мяч угодил в штангу ворот.",0
"Прокурор также указал, что ребёнок не вписан в паспорт матери.",0
"Кейта выдвинула партия ""Объединение за Мали"" (Rassemblement pour le Mali, RPM), руководителем которой он является.",0
"Амато предложил, чтобы Католики во всем мире начали организованные протесты против фильма «Код да Винчи» точно так же, как были протесты против фильма Мартина Скорсезе (Martin Scorsese) «Последнее искушение Христа» в 1988 году.",0
"На прошлой неделе Мишель Д’Хоге, член исполнительного комитета ФИФА от Бельгии, признал, что за восемь месяцев до голосования Вячеслав Колосков, советник президента Олимпийского комитета России, приехал в его родной город Брюгге и подарил ему картину.",0
"В категории «Электронная книга» победил детский мультимедийный проект «Жужа», а в номинации «Отпечатано в России» награду получила «История денежного обращения в России: Альбом-каталог, монография в 2-х томах» (ИнтерКрим-пресс, отпечатано ""Полиграфкомплекс «Локус Станди»).",1
"Они были введены Европейским Союзом в отношении Москвы в 2014 году, и с тех пор претерпели несколько расширений.",-1
В письме издателю Rolling Stone Янну Веннеру мэр Бостона Томас Менино обвинил журнал в придании Царнаеву статуса знаменитости.,0
В июне правительство Мали и представители двух повстанческих группировок туарегов заключили перемирие.,0
В комментарии Захаровой на сайте российского МИДа сказано: МИД России потребовал реакции США на сообщения о хакерских атаках,0
"Мы также предложим дополнительную помощь в сфере наращивания потенциала и развития технических возможностей, чтобы помочь Грузии укрепить государственные институты и повысить способность защищаться от подобных действий», — заверил госсекретарь.",1
"Предполагается, что Кристенсен — серийный убийца, на счету которого могут быть ещё 12 жертв.",0
"По данным газеты, банк Квансон является дочерней структурой северокорейского государственного Банка внешней торговли КНДР, который в 2009 году был отмечен министерством финансов США в связи с финансированием организаций, поставляющих Пхеньяну оборудование, которое могло иметь военное назначение.",0
"Турецкие власти в понедельник вызвали временного поверенного в делах Германии, после того как германский суд не разрешил транслировать обращение Эрдогана к участникам митинга в Кельне в воскресенье, собравшего десятки тысяч его сторонников.",-1
"В следующем матче противником российской команды станет сборная Кореи, также пока не имеющая поражений.",1
"Как передаёт РИА ""Новости"" со ссылкой на местную газету ""Время"", Владислав Челах, несший службу на пограничной заставе ""Арканкерген"" в Алма-Атинской области на границе с Китаем и подозреваемый в убийстве 14 сослуживцев и егеря, заявил своей матери во время свидания, что никого не убивал.",0
"Президентом, по всей вероятности, станет старший сын Баффета Говард.",1
"«Благодаря его вкладу в понимание природы времени и пространства, он получил репутацию самого проницательного ученого всех времён.",1
"Ожидается, что Керри задаст пакистанским руководителям вопросы о том, каким образом глава террористического подполья мог годами жить незамеченным в 50 км от их столицы.",-1
"Суд присяжных заседателей в Лос-Анджелесе, штат Калифорния, признал доктора Конрада Мюррея виновным в непреднамеренном убийстве поп-звезды Майкла Джексона в 2009 году.",0
Преступники предлагали американским налогоплательщикам с низкими доходами бесплатно заполнить за них налоговые декларации.,0
С 1968 года Арканова приняли в Союз советских писателей.,0
"Как сказал Ренуар незадолго до смерти: боль уйдет, красота останется.",0
"8 апреля 2013 года было эксгумировано тело, умершего почти 40 лет назад, известного чилийского поэта Пабло Неруды, в связи с информацией, поступившей от его бывшего шофёра, который утверждает, что нобелевский лауреат был отравлен по приказу диктатора Аугусто Пиночета.",0
"Гражданин Беларуси, проживающий в США, приговорен к 41 месяцу заключения за участие в интернет-мошенничестве; накануне, 23 2 июня 2011 года, окружной федеральный суд штата Массачусетс приговорил к 41 месяцам тюрьмы проживающего в Нантакете (штат Массачусетс) гражданина Беларуси.",0
"Ранее госсекретарь США Джон Керри заявил, что президент США Барак Обама определит сроки ответа на кибератаки российских хакеров.",-1
Именно эти подробности особенно беспокоят немецкие правоохранительные органы.,0
После чего сдался без сопротивления доехавшему до него полицейскому.,0
"Роли на премьерном показе исполнили: Сергей Астахов (Роберт), w:Елена Корикова (Фреда), Светлана Иванова (Бетти), Андрей Чернышов (Стэнтон), Ольга Красько (Олуэн), Иван Жидков (Гордон).",0
Он также прошёл лётную подготовку в качестве пилота бельгийских военно-воздушных сил.,0
"С первых минут матча вместо зенитовца на поле вышел Денис Глушаков, которого, чтобы придать российской атаке остроту, на 74-й минуте Дик Адвокат заменил на еще одного нападающего Павла Погребняка.",0
Сюжет произведения следующий: бизнесмен Роберт Кэплен со своей женой Фредой устраивают приём в своем доме.,0
"После 11 раундов команда россиянина попросила остановить поединок из-за того, что Дадашев пропустил много ударов и выглядел плохо.",-1
"Протесты прекратились после 6 июня, но возобновились 10 июня и завершились 11 июня, когда полицейские демонтировали палатки протестующих и задержали оппозиционных политиков и их сторонников.",-1
"Дочь Ван Цзюня, Ван Цзинцзин, получила образование в Австралии, директор компании Huixin Yin Tong, жила в квартире в Гонконге стоимостью 7 млн долларов.",0
"Брандт лично знал Ширана, подружившись с ним незадолго до его смерти в 2003 году – среди откровенных признаний убийцы было нераскрытое до сих пор исчезновение лидера профсоюзов Джимми Хоффы в 1975 году, которое было совершено по прямому приказу босса мафии Расселла Буфалино.",-1
"Если кандидатуру Керри одобрит Сенат, он сменит на посту госсекретаря Хиллари Клинтон, которая объявила о намерении уйти в отставку в начале будущего года.",0
"Накануне NBC News со ссылкой на высокопоставленного чиновника из разведки и секретные документы сообщило, что военные хакеры США проникли в энергосистему России, телекоммуникационные сети и системы командования Кремля.",0
"В крае увольнение А.Шемелева связывают с неудовлетворительными результатами единороссов на парламентских выборах, состоявшихся 4 декабря 2011г. По Приморью ""ЕР"" набрала 32,99%, а во Владивостоке, где А.Шемелев баллотировался по 4-му одномандатному избирательному округу, и вовсе проиграла КПРФ.",-1
"Согласно плану Трампа, ужесточаются ограничения на путешествия граждан США на Кубу, а бизнесменам теперь будет запрещено сотрудничать с кубинской военно-промышленной группой GAESA, которая контролирует половину экономики острова.",-1
"Пост главы правительства Мали Кейта занимал с 1994 по 2000 годы, с 2002 года является спикером парламента.",0
"Дисквалификация четырех пар бадминтонисток позволила парам, оказавшимся на третьих и четвертых позициях (в том числе российской паре: Нина Вислова и Валерия Сорокина) в отборочных группах, занять их места.",0
"70-летний Младич обвиняется в том, что в 1995 году именно он отдал распоряжение об убийстве около 8 тысяч боснийцев — взрослых мужчин и мальчиков в Сребренице, а ранее — об осаде Сараево.",-1
Чулпан Хаматова сыграет главную роль в фильме про Доктора Лизу,0
"Китайские власти расследуют деятельность северокорейского банка, подозреваемого в финансировании импорта товаров, которые Пхеньян, возможно, использует для своей ядерной программы.",0
Законодателем стал теннисист Марат Сафин.,0
Владимир Этуш — известный советский и российский актёр театра и кино.,1
"Ранее в мае Александр Винник отказался от сделки с властями США, которые предложили ему минимальный тюремный срок в обмен на признание вины.",-1
"Представители компаний «Google», «Лаборатория Касперского», «Adobe Systems», «Роснано», Сотал-Интерактив (генеральный спонсор), «Microsoft Россия» (главный партнер), «МТС» (главный спонсор), «Intel»(инновационный партнер) продемонстрируют свои наработки в секциях «Мобильная разработка в России, тенденции и ожидания, перспективы рынка», «Монетизация мобильных приложений с помощью рекламы» и т. д.",0
В 1994 году Кирк Дуглас был признан самым пожилым блогером-знаменитостью в мире — в свои 94 года он постоянно вёл свой блог на Myspace.,0
"В 1993 году президент Клинтон выдвинул её на должность генерального прокурора, после того как первые два кандидата — тоже женщины — были отклонены, так как нанимали нелегальных иммигрантов в качестве нянечек.",0
В недавнем телеобращении Салех призвал прекратить осаду йеменских портов и предложил в обмен «начать с чистого листа» и «разобраться с ними в позитивном духе».,1
"По мнению юного учёного, такая зависимость ухудшает качество жизни школьников, а программа в рамках Всероссийского проекта «Безопасный интернет» оказалась недостаточно эффективной.",-1
"Командующий силами США в Афганистане встретился с лидерами военизированного движения Талибан в рамках двустороннего соглашения о начале мирного процесса, чтобы обсудить пути снижения насилия в стране.",1
"Президент (США Барак Обама - Викиновости) считает Канцлера Меркель очень эффективным партнёром в том числе и потому, что она может определить интересы своей страны, поставив их на первое место, в то же самое время, она может работать в духе сотрудничества над вопросами, которые в интересах ее страны.",0
Таким же образом поступил кандидат от Республиканской партии в вице-президенты США Майкл Пенс.,0
"Президент Белоруссии Александр Лукашенко выразил уверенность в том, что творчество юбиляра будет способствовать укреплению культурных связей между народами двух государств, сообщили в пресс-службе главы государства:",0
"На выборах Берсани обошел мэра Флоренции Маттео Ренци, считающегося одним из наиболее заметных политиков ""новой волны"" в Италии.",0
"Президент США Барак Обама в пятницу официально выдвинул кандидатуру сенатора-демократа Джона Керри на пост государственного секретаря, начав тем самым работу по формированию нового аппарата национальной безопасности.",1
СМИ: Китай расследует деятельность северокорейского банка,0
"Однако президент, который возвращался домой из Германии 8 июля, изменил план и «лично продиктовал заявление от имени Трампа-младшего, в котором говорилось, что его сын и российский адвокат „главным образом обсуждали программу усыновления российских детей“», пишет ''Washington Post'', ссылаясь на анонимные источники, знакомые с ситуацией.",0
"Британская полиция возбудила дело об убийстве после того, как умерла женщина, отравленная тем же нервно-паралитическим веществом, что и бывший российский шпион в марте 2018 года.",0
"Вместе с научными номинациями премии в области литературы и мира составляют единое целое, что в значительной степени способствовало уникальному положению Нобелевских премий.",0
"Писатель-сатирик и драматург написал около полутора десятков книг и пьес, поставленных на сцене Театра сатиры в Москве.",0
"В среду в Зимбабве состоялись президентские и парламентские выборы, на которых основными претендентами на пост главы страны были лидер ""Африканского национального союза Зимбабве — Патриотический фронт"" (ZANU-PF) действующий президент 89-летний Роберт Мугабе и глава оппозиционного ""Движения за демократические перемены"" (MDC) премьер-министр Морган Цвангираи.",0
"Помимо этого планируют провести концерты в Канаде, Чехии, Венгрии, Австрии, Великобритании, Латвии, Финляндии, Польши, Германии, Франции, Италии и Испании.",0
Смилянец был экстрадирован в США в сентябре 2012 года и с тех пор находился под арестом в федеральной тюрьме.,-1
"В воскресенье правительство уволило около 1400 военных, включая высшего военного советника Эрдогана.",0
В японо-американском проекте резолюции говорится об угрозе мира на Дальнем Востоке.,0
"Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.",-1
Саакашвили покинул Грузию после вступления в должность нового президента страны Георгия Маргвелашвили в ноябре 2013 года.,0
"Следует напомнить имена израильтян погибших во время землетрясения, это Офер Мизрахи, Габи Ингаль и Офер Леви.",0
"В четверг, 22 ноября 2017 года, Гаагский Международный трибунал по бывшей Югославии приговорил бывшего военного командира боснийских сербов 74-летнего генерала Ратко Младича к пожизненному заключению, признав его виновным в геноциде во время Боснийской войны.",0
"«Этот шаг противоречит попыткам России утверждать, что она является ответственным игроком в киберпространстве, и демонстрирует повторяющуюся модель безответственных киберопераций со стороны ГРУ в отношении ряда стран, — заявил Помпео.",-1
"В прошлом месяце житель Глендейла (Калифорния, США) Карен Казарян (Karen Kazaryan) признал свою вину в том, что, завладев фотографиями 350 обнаженных женщин, вымогал у них деньги, угрожая, что снимки будут опубликованы.",-1
"Таким образом, остаётся только 17 стран, которые по-прежнему признают Тайвань суверенным государством и, следовательно, не имеют официальных дипломатических отношений с Китаем.",0
Он стал первым демократически избранным главой государства в истории Египта.,0
Там Корасон получила степень бакалавра по французскому языку в колледже Монт С. Винсент.,1
"Воспитанник тамбовского футбола Юрий Жирков, выступающий за махачкалинский ""Анжи"", не сможет выступать в ближайшие месяцы в чемпионате страны по футболу и пропустит матч между сборными командами России и Северной Ирландии, намеченный на 14 августа.",0
"По мнению Грызлова, уровень поддержки единороссов в каждом конкретном регионе гораздо выше, чем на прошлых выборах.",0
"Прислуга Макафи дала интервью, в котором утверждала, что между ними ранее возникали серьёзные конфликты.",0
"Галина Босая, Вадим Демидов (Хроноп), Александр Кушнир.",0
"Представители партии президента Зимбабве в четверг объявили о его победе на выборах главы государства, противники и правозащитники заявляют о массовых нарушениях при голосовании, сообщает агентство Рейтер.",0
"В соответствии с документом, Соединенные Штаты подчеркнули свою «непоколебимую поддержку суверенитета, независимости и территориальной целостности Грузии в рамках международно признанных границ».",1
"Сакко избирается от партии ""Национальная конвенция за солидарность Африки""",1
"По её словам, признание принципа одного Китая отвечает «воле народа» и соответствует «велению времени».",1
"Инженер нефтесервисного концерна Hulliburton Джесси Гальяно заявил об этом под присягой, выступая в роли свидетеля по делу против British Petroleum, которое ведёт береговая охрана США и департамент внутренних дел.",0
"Д’Хоге поместил ее на втором этаже своего дома, потому что она ему не понравилась, и говорил всем, что это «небольшой личный подарок от друга двадцатилетней давности».",0
"«''Таким образом, решением суда компании Apple надлежит остановить продажи iPhone 3GS, iPhone 4, а также iPad 1 и 2 в Ю.Корее, а компании Samsung — прекратить торговлю и импорт Galaxy S, Galaxy S2 и Galaxy Tab''», — сказал судья.",0
"Не успели высохнуть чернила на прошении об отставке Нечаса, как три главные силы чешской политики стали артикулировать свои цели с оглядкой на то, что до очередных парламентских выборов в мае 2014 года остается десять месяцев.",0
"Представители «MicroBank» отметили, что впервые за время существования программы удалось за полгода выдать более 75 000 кредитов для физических лиц, в том числе семейных кредитов (это на 45 % больше, чем годом ранее) на общую сумму в 297,5 млн (до 58,5 %).",0
"Помимо Чулпан Хаматовой, в фильме сыграют Константин Хабенский, Тимофей Трибунцев, Анджей Хыра и Юлия Ауг.",0
Запад считает Азербайджан стратегически важным транзитным пунктом для переброски американской живой силы и техники в Афганистан.,0
"Зырянов выдал идеальный крученый навес с правого края на голову Кержакову, который пробил в штангу ворот Петера Чеха.",1
"40-летний юрист вел активную кампанию с обходом избирателей на дому, критикуя Чавеса за постоянные перебои с электричеством и продовольствием, а также высокий уровень преступности в стране.",-1
В письме директору фестиваля 41-летний герой сериала «Побег» (Prison Break) заявил:,0
"После предъявления обвинения, которое продолжалось минут пять, судья окружного суда Рэймонд Дири постановил, что Насир должен быть оставлен под стражей и не может быть выпущен под залог.",-1
"Кроме того, военные обеих стран проведут совместные мероприятия для укрепления дружбы, а контр-адмирал Гуан Байлин посетит военные объекты Джибути.",1
Ученик четвёртого класса лицея № 21 Иваново Ярослав Минников удостоен высшей награды XIV всероссийской детской конференции «Первые шаги в науке» за труд «Влияние киберкультуры на школьников» (научный руководитель — учитель биологии 21-го лицея).,0
"Выдвижения кандидатуры Керри, представляющего в Сенате штата Массачусетс и номинировавшегося на пост президента в 2004 году, ожидалось еще с прошлой недели, когда представитель США в ООН Сьюзан Райс попросила президента Обаму снять ее кандидатуру.",0
"В четверг, 11 июля 2019 года, российский политик Алексей Навальный вышел из спецприёмника после 10 суток административного ареста за участие в марше в поддержку журналиста «Медузы» Ивана Голунова.",0
Питер Фарелли на кинофестивале Трайбека в 2009 году,0
"Как передаёт РИА ""Новости"" со ссылкой на местную газету ""Время"", Владислав Челах, несший службу на пограничной заставе ""Арканкерген"" в Алма-Атинской области на границе с Китаем и подозреваемый в убийстве 14 сослуживцев и егеря, заявил своей матери во время свидания, что никого не убивал.",0
24 июня 2013 года миланский суд приговорил бывшего премьер-министра Италии Сильвио Берлускони к семи годам лишения свободы по делу несовершеннолетней танцовщицы Руби (Каримы эль-Маруг).,0
"Первые пять попыток команды реализовали, затем промахнулся ивуариец Коло Туре, но был неточен и замбиец Рэйнфорд Калаба.",-1
"33-летнего Селезнёва, сына депутата Государственной Думы Валерия Селезнёва, обвиняют в хищении информации о кредитных карточках и иных личных данных, а также проведении незаконных операций по обналичиванию похищенных средств.",0
"Отметим, что последняя версия мобильной операционки Google Android получила поддержку технологии NFC, которая, как считается, может сыграть важную роль в превращении смартфонов в универсальный инструмент оплаты.",0
"Подтверждается, что в числе погибших есть 13-летняя дочь спортсмена Джианна, отец готовил её к будущему в баскетболе, она уже имела неофициальное приглашение от университета Коннектикута, сильнейшей женской программы NCAA.",0
"В июне 2018 года Дадашев завоевал чемпионский пояс по версии Североамериканской федерации бокса (NABF), являющейся региональным органом Всемирного боксерского совета (WBC).",0
В свой день рождения актёр театра и кино сыграет главную роль в спектакле «Бенефис».,0
"Военизированная ливанская шиитская организация «Хезболла» осудила ракетные удары по Сирии со стороны США, Великобритании и Франции.",-1
"Правда, положены они только ученикам 1-3 классов: об этом корреспонденту ""Тамбовского меридиана"" сообщили в комитете образования.",0
"Кейта выдвинула партия ""Объединение за Мали"" (Rassemblement pour le Mali, RPM), руководителем которой он является.",1
"''River'' (c Шираном), ''Tragic Endings'' (с Skylar Grey) и ''Need Me'' (с Pink) — попытки воссоздать зажигательные записи, как ''Love the Way You Lie'' (2010) и ''The Monster'' (2013).",0
"Как пишут местные СМИ, это первый чернокожий сенатор, избранный в Италии.",0
"Что за радость работать с Marvel и Netflix — двумя титанами индустрии, которые наполняют наш мир вдохновляющими историями и притягательными персонажами.",1
"Дизайнер по профессии, основатель и арт-директор дизайн-группы «Диковина».",0
Вместе с Овьедо погиб его телохранитель Дерлис Галеано (Derlis Galeano) и пилот вертолета Рамон Пико Делмас (Ramón Picco Delmás).,0
"Трамп вышел к журналистам после совещания с госсекретарем Рексом Тиллерсоном, послом США в ООН Никки Хейли и советником по национальной безопасности Гербертом Макмастером в гольф-клубе в Нью-Джерси.",0
Первый день Нового года в Киеве отмечен празднованием дня рождения Бандеры,1
Специальный приз жюри в категории «Лучшее документальное мировое кино» получила картина режиссёров Максима Поздоровкина и Майка Лернера «Pussy Riot: панк-молебен».,0
"Финансовый покровитель британских газет Independent и London Evening Standard, Лебедев говорит, что судебный процесс над ним является местью Кремля критику правительства и совладельцу российской газеты, которая критически настроена в отношении президента Владимира Путина.",-1
"Группа состоит из трёх участников: Мэттью Беллами (вокал, гитара, клавиши), Криса Уолстенхолма (бас-гитара, бэк-вокал, вокал) и Доминика Ховарда (ударные).",0
"Сеул считает, что по крайней мере один снаряд был выпущен с территории Северной Кореи, но не уверен, упал ли он к югу от Северной разграничительной линии (СРЛ), то есть на территории Южной Кореи.",-1
"Обама активно выступал в защиту Райс, являющейся его близким другом и давним советником, однако республиканские сенаторы пообещали заблокировать ее кандидатуру, если президент выдвинет её на пост госсекретаря.",0
"Праздничные торжества начались на Горе Герцеля в Иерусалиме, где собрались многие видные израильские общественные и политические деятели, такие как президент Израиля Шимон Перес и премьер-министр Израиля Биньямин Нетаньяху, также участие в траурной церемонии приняли министры и депутаты кнессета.",0
"При этом он пояснил, что администрация не будет обсуждать потенциальные ответы, некоторые из них в России увидят, некоторые — нет.",0
"Пресс-секретарь китайского МИД ответил, что Америка распространяет слухи, лжёт и вмешивается во внутренние дела Китая.",-1
В ноябре 2012 года Жерар Депардьё приобрёл недвижимость в бельгийской деревне Нешэн и зарегистрировался по этому месту жительства.,-1
Альберт II повелел оказать «всемерную помощь и поддержку будущим королю Филиппу и королеве Матильде».,1
"Демонстрация, критика власти и свобода власти создает другую ситуацию, но со стороны полиции разгон митинга, закрытие телеканалов и ограничение свободного распространения информации — абсолютно неприемлемо для демократического общества», — заявил Матиас Йорш, докладчик ПАСЕ, сообщает BBC.",0
"В настоящее время он размещён в здании министерства обороны страны, изолировав от других задержанных сотрудников его администрации.",0
"Адвокат Насира заявил, что его подзащитный не признает себя виновным.",0
"Резолюция осуждает погромы армян в Сумгаите, Кировабаде, Баку, а также те насильственные действия, которые Азербайджан применил в отношении мирных демонстрантов требовавших самоопределения Нагорного Карабаха.",0
"В аккаунте лидера и основателя рок-группы «Жар-птица» (г. Дубна) Сергея Попова и Дома Культуры (ММ ДК) появилось сообщение об отмене, намеченной на 29 марта 2020 года презентации бокс-сета команды «Антология», выпущенного издательством «Перец рекордз».",0
"Бывшая супруга Андрея Панина актриса МХТ им. А. П. Чехова Наталья Рогожкина узнала о смерти бывшего мужа от журналистов: ''«Я ничего не знаю об этом»'', — упавшим голосом сказала она по телефону журналистам Life News и прервала разговор.",0
